289,M1,false,ALHT Deer_102,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,23.690,23.690,,,,,true,0.165,true,1,40,,,,,,1.243,0.976,N,N,N
290,M2,false,ALHT Deer_102,B. microti,UNKNOWN,FAM,NFQ-MGB,29.760,29.760,,,,,true,0.227,true,1,40,,,,,,1.435,0.992,N,N,N
291,M3,false,ALHT Deer_102,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,34.805,34.805,,,,,true,0.040,true,1,40,,,,,,0.745,0.874,N,N,Y
292,M4,false,ALHT Deer_102,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
293,M5,false,ALHT Deer_102,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,Y,Y,N
294,M6,false,ALHT Deer_102,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
295,M7,false,ALHT Deer_102,Powassan virus,UNKNOWN,FAM,NFQ-MGB,27.853,27.853,,,,,true,0.040,true,1,40,,,,,,0.274,0.008,N,N,Y
296,M8,false,ALHT Deer_102,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.328,27.328,,,,,true,0.073,true,1,40,,,,,,1.094,0.981,N,N,N
297,M9,false,ALHT Deer_57,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,23.523,23.523,,,,,true,0.165,true,1,40,,,,,,1.378,0.888,N,N,N
298,M10,false,ALHT Deer_57,B. microti,UNKNOWN,FAM,NFQ-MGB,27.493,27.493,,,,,true,0.227,true,1,40,,,,,,1.424,0.988,N,N,N
299,M11,false,ALHT Deer_57,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,27.031,27.031,,,,,true,0.040,true,1,40,,,,,,1.393,0.877,N,N,Y
300,M12,false,ALHT Deer_57,B. mayonii,UNKNOWN,FAM,NFQ-MGB,33.008,33.008,,,,,true,0.040,true,1,40,,,,,,0.380,0.000,N,N,Y
301,M13,false,ALHT Deer_57,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,Y,N,N
302,M14,false,ALHT Deer_57,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
303,M15,false,ALHT Deer_57,Powassan virus,UNKNOWN,FAM,NFQ-MGB,8.951,8.951,,,,,true,0.040,true,1,40,,,,,,0.533,0.000,N,N,Y
304,M16,false,ALHT Deer_57,Extraction Control,UNKNOWN,FAM,NFQ-MGB,26.698,26.698,,,,,true,0.073,true,1,40,,,,,,1.239,0.970,N,N,N
305,M17,false,ALHT Deer_11.2,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,34.362,34.362,,,,,true,0.165,true,1,40,,,,,,1.326,0.957,N,N,N
306,M18,false,ALHT Deer_11.2,B. microti,UNKNOWN,FAM,NFQ-MGB,38.878,38.878,,,,,true,0.227,true,1,40,,,,,,1.085,0.146,N,N,N
307,M19,false,ALHT Deer_11.2,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,16.353,16.353,,,,,true,0.040,true,1,40,,,,,,0.048,0.000,N,N,Y
308,M20,false,ALHT Deer_11.2,B. mayonii,UNKNOWN,FAM,NFQ-MGB,8.432,8.432,,,,,true,0.040,true,1,40,,,,,,0.590,0.000,N,N,Y
309,M21,false,ALHT Deer_11.2,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,N,Y,N
310,M22,false,ALHT Deer_11.2,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
311,M23,false,ALHT Deer_11.2,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.359,0.000,N,N,Y
312,M24,false,ALHT Deer_11.2,Extraction Control,UNKNOWN,FAM,NFQ-MGB,26.035,26.035,,,,,true,0.073,true,1,40,,,,,,1.291,0.989,N,N,N
313,N1,false,ALHT Deer_92,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.165,true,1,40,,,,,,0.000,0.000,N,Y,N
314,N2,false,ALHT Deer_92,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.227,true,1,40,,,,,,0.000,0.000,Y,Y,N
315,N3,false,ALHT Deer_92,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
316,N4,false,ALHT Deer_92,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
317,N5,false,ALHT Deer_92,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,Y,Y,N
318,N6,false,ALHT Deer_92,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
319,N7,false,ALHT Deer_92,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
320,N8,false,ALHT Deer_92,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.276,27.276,,,,,true,0.073,true,1,40,,,,,,1.084,0.981,N,N,N
321,N9,false,ALHT Deer_68,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,31.675,31.675,,,,,true,0.165,true,1,40,,,,,,1.376,0.967,N,N,N
322,N10,false,ALHT Deer_68,B. microti,UNKNOWN,FAM,NFQ-MGB,25.999,25.999,,,,,true,0.227,true,1,40,,,,,,1.440,0.993,N,N,N
323,N11,false,ALHT Deer_68,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,32.909,32.909,,,,,true,0.040,true,1,40,,,,,,1.372,0.910,N,N,Y
324,N12,false,ALHT Deer_68,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,N,Y
325,N13,false,ALHT Deer_68,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,Y,Y,N
326,N14,false,ALHT Deer_68,E. muris,UNKNOWN,FAM,NFQ-MGB,12.138,12.138,,,,,true,0.040,true,1,40,,,,,,0.000,0.087,N,N,Y
327,N15,false,ALHT Deer_68,Powassan virus,UNKNOWN,FAM,NFQ-MGB,34.571,34.571,,,,,true,0.040,true,1,40,,,,,,0.586,0.000,N,N,Y
328,N16,false,ALHT Deer_68,Extraction Control,UNKNOWN,FAM,NFQ-MGB,26.661,26.661,,,,,true,0.073,true,1,40,,,,,,1.253,0.989,N,N,N
329,N17,false,NTC,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.165,true,1,40,,,,,,0.000,0.000,N,Y,N
330,N18,false,NTC,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.227,true,1,40,,,,,,0.000,0.000,Y,Y,N
331,N19,false,NTC,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.489,0.000,N,Y,Y
332,N20,false,NTC,B. mayonii,UNKNOWN,FAM,NFQ-MGB,34.206,34.206,,,,,true,0.040,true,1,40,,,,,,0.517,0.000,N,N,Y
333,N21,false,NTC,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,Y,Y,N
334,N22,false,NTC,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
335,N23,false,NTC,Powassan virus,UNKNOWN,FAM,NFQ-MGB,23.443,23.443,,,,,true,0.040,true,1,40,,,,,,0.384,0.000,N,N,Y
336,N24,false,NTC,Extraction Control,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.073,true,1,40,,,,,,0.000,0.000,Y,N,N
337,O1,false,ALHT Deer_98,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,32.608,32.608,,,,,true,0.165,true,1,40,,,,,,1.295,0.969,N,N,N
338,O2,false,ALHT Deer_98,B. microti,UNKNOWN,FAM,NFQ-MGB,32.917,32.917,,,,,true,0.227,true,1,40,,,,,,1.445,0.990,N,N,N
339,O3,false,ALHT Deer_98,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,39.081,39.081,,,,,true,0.040,true,1,40,,,,,,0.660,0.000,N,N,Y
340,O4,false,ALHT Deer_98,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
341,O5,false,ALHT Deer_98,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,Y,Y,N
342,O6,false,ALHT Deer_98,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
343,O7,false,ALHT Deer_98,Powassan virus,UNKNOWN,FAM,NFQ-MGB,34.610,34.610,,,,,true,0.040,true,1,40,,,,,,0.617,0.270,N,N,Y
344,O8,false,ALHT Deer_98,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.295,27.295,,,,,true,0.073,true,1,40,,,,,,1.101,0.980,N,N,N
345,O9,false,ALHT Deer_67,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,27.055,27.055,,,,,true,0.165,true,1,40,,,,,,1.387,0.979,N,N,N
346,O10,false,ALHT Deer_67,B. microti,UNKNOWN,FAM,NFQ-MGB,25.800,25.800,,,,,true,0.227,true,1,40,,,,,,1.441,0.993,N,N,N
347,O11,false,ALHT Deer_67,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,29.963,29.963,,,,,true,0.040,true,1,40,,,,,,1.421,0.851,N,N,Y
348,O12,false,ALHT Deer_67,B. mayonii,UNKNOWN,FAM,NFQ-MGB,24.346,24.346,,,,,true,0.040,true,1,40,,,,,,0.462,0.448,N,N,Y
349,O13,false,ALHT Deer_67,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,25.991,25.991,,,,,true,0.175,true,1,40,,,,,,1.386,0.989,N,N,N
350,O14,false,ALHT Deer_67,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
351,O15,false,ALHT Deer_67,Powassan virus,UNKNOWN,FAM,NFQ-MGB,21.633,21.633,,,,,true,0.040,true,1,40,,,,,,0.563,0.000,N,N,Y
352,O16,false,ALHT Deer_67,Extraction Control,UNKNOWN,FAM,NFQ-MGB,26.721,26.721,,,,,true,0.073,true,1,40,,,,,,1.257,0.987,N,N,N
353,O17,false,ALHT Deer_21,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,31.400,31.400,,,,,true,0.165,true,1,40,,,,,,1.361,0.958,N,N,N
354,O18,false,ALHT Deer_21,B. microti,UNKNOWN,FAM,NFQ-MGB,37.170,37.170,,,,,true,0.227,true,1,40,,,,,,1.220,0.961,N,N,N
355,O19,false,ALHT Deer_21,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,36.654,36.654,,,,,true,0.040,true,1,40,,,,,,1.034,0.736,N,N,Y
356,O20,false,ALHT Deer_21,B. mayonii,UNKNOWN,FAM,NFQ-MGB,18.908,18.908,,,,,true,0.040,true,1,40,,,,,,0.455,0.439,N,N,Y
357,O21,false,ALHT Deer_21,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,Y,Y,N
358,O22,false,ALHT Deer_21,E. muris,UNKNOWN,FAM,NFQ-MGB,12.344,12.344,,,,,true,0.040,true,1,40,,,,,,0.000,0.319,Y,N,Y
359,O23,false,ALHT Deer_21,Powassan virus,UNKNOWN,FAM,NFQ-MGB,7.885,7.885,,,,,true,0.040,true,1,40,,,,,,0.469,0.000,N,N,Y
360,O24,false,ALHT Deer_21,Extraction Control,UNKNOWN,FAM,NFQ-MGB,26.502,26.502,,,,,true,0.073,true,1,40,,,,,,1.288,0.988,N,N,N
361,P1,false,24-3775,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.165,true,1,40,,,,,,0.000,0.000,N,Y,N
362,P2,false,24-3775,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.227,true,1,40,,,,,,0.000,0.000,Y,N,N
363,P3,false,24-3775,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
364,P4,false,24-3775,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
365,P5,false,24-3775,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,Y,Y,N
366,P6,false,24-3775,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
367,P7,false,24-3775,Powassan virus,UNKNOWN,FAM,NFQ-MGB,8.459,8.459,,,,,true,0.040,true,1,40,,,,,,0.589,0.061,N,N,Y
368,P8,false,24-3775,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.484,27.484,,,,,true,0.073,true,1,40,,,,,,1.092,0.977,N,N,N
369,P9,false,ALHT Deer_81,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,24.435,24.435,,,,,true,0.165,true,1,40,,,,,,1.362,0.907,N,N,N
370,P10,false,ALHT Deer_81,B. microti,UNKNOWN,FAM,NFQ-MGB,25.471,25.471,,,,,true,0.227,true,1,40,,,,,,1.448,0.992,N,N,N
371,P11,false,ALHT Deer_81,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,28.453,28.453,,,,,true,0.040,true,1,40,,,,,,1.438,0.652,N,N,Y
372,P12,false,ALHT Deer_81,B. mayonii,UNKNOWN,FAM,NFQ-MGB,25.603,25.603,,,,,true,0.040,true,1,40,,,,,,0.022,0.060,N,N,Y
373,P13,false,ALHT Deer_81,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,25.992,25.992,,,,,true,0.175,true,1,40,,,,,,1.405,0.992,N,N,N
374,P14,false,ALHT Deer_81,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
375,P15,false,ALHT Deer_81,Powassan virus,UNKNOWN,FAM,NFQ-MGB,7.663,7.663,,,,,true,0.040,true,1,40,,,,,,0.576,0.013,N,N,Y
376,P16,false,ALHT Deer_81,Extraction Control,UNKNOWN,FAM,NFQ-MGB,26.746,26.746,,,,,true,0.073,true,1,40,,,,,,1.266,0.988,N,N,N
377,P17,false,POS,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,28.710,28.710,,,,,true,0.165,true,1,40,,,,,,1.251,0.978,N,N,N
378,P18,false,POS,B. microti,UNKNOWN,FAM,NFQ-MGB,28.679,28.679,,,,,true,0.227,true,1,40,,,,,,1.424,0.991,N,N,N
379,P19,false,POS,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,29.264,29.264,,,,,true,0.040,true,1,40,,,,,,1.095,0.961,N,N,Y
380,P20,false,POS,B. mayonii,UNKNOWN,FAM,NFQ-MGB,26.579,26.579,,,,,true,0.040,true,1,40,,,,,,1.257,0.981,N,N,Y
381,P21,false,POS,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,30.124,30.124,,,,,true,0.175,true,1,40,,,,,,1.313,0.984,N,N,N
382,P22,false,POS,E. muris,UNKNOWN,FAM,NFQ-MGB,24.694,24.694,,,,,true,0.040,true,1,40,,,,,,1.434,0.993,N,N,Y
383,P23,false,POS,Powassan virus,UNKNOWN,FAM,NFQ-MGB,24.597,24.597,,,,,true,0.040,true,1,40,,,,,,1.349,0.788,N,N,Y
384,P24,false,POS,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.879,27.879,,,,,true,0.073,true,1,40,,,,,,1.176,0.988,N,N,N
